player,nationality,position,squad,age,birth_year,games,games_starts,minutes,goals,assists,pens_made,pens_att,cards_yellow,cards_red,goals_per90,assists_per90,goals_assists_per90,goals_pens_per90,goals_assists_pens_per90,xg,npxg,xa,xg_per90,xa_per90,xg_xa_per90,npxg_per90,npxg_xa_per90,minutes_90s,shots_total,shots_on_target,shots_free_kicks,shots_on_target_pct,shots_total_per90,shots_on_target_per90,goals_per_shot,goals_per_shot_on_target,npxg_per_shot,xg_net,npxg_net,passes_completed,passes,passes_pct,passes_total_distance,passes_progressive_distance,passes_completed_short,passes_short,passes_pct_short,passes_completed_medium,passes_medium,passes_pct_medium,passes_completed_long,passes_long,passes_pct_long,xa_net,assisted_shots,passes_into_final_third,passes_into_penalty_area,crosses_into_penalty_area,progressive_passes,passes_live,passes_dead,passes_free_kicks,through_balls,passes_pressure,passes_switches,crosses,corner_kicks,corner_kicks_in,corner_kicks_out,corner_kicks_straight,passes_ground,passes_low,passes_high,passes_left_foot,passes_right_foot,passes_head,throw_ins,passes_other_body,passes_offsides,passes_oob,passes_intercepted,passes_blocked,sca,sca_per90,sca_passes_live,sca_passes_dead,sca_dribbles,sca_shots,sca_fouled,gca,gca_per90,gca_passes_live,gca_passes_dead,gca_dribbles,gca_shots,gca_fouled,gca_og_for,tackles,tackles_won,tackles_def_3rd,tackles_mid_3rd,tackles_att_3rd,dribble_tackles,dribbles_vs,dribble_tackles_pct,dribbled_past,pressures,pressure_regains,pressure_regain_pct,pressures_def_3rd,pressures_mid_3rd,pressures_att_3rd,blocks,blocked_shots,blocked_shots_saves,blocked_passes,interceptions,clearances,errors,touches,touches_def_pen_area,touches_def_3rd,touches_mid_3rd,touches_att_3rd,touches_att_pen_area,touches_live_ball,dribbles_completed,dribbles,dribbles_completed_pct,players_dribbled_past,nutmegs,carries,carry_distance,carry_progressive_distance,pass_targets,passes_received,passes_received_pct,miscontrols,dispossessed,cards_yellow_red,fouls,fouled,offsides,pens_won,pens_conceded,own_goals,ball_recoveries,aerials_won,aerials_lost,aerials_won_pct
Ben Mee,eng ENG,DF,Burnley,29,1989,32.0,32.0,2880.0,1.0,1.0,0.0,0.0,7.0,0.0,0.03,0.03,0.06,0.03,0.06,1.7,1.7,0.6,0.05,0.02,0.07,0.05,0.07,32.0,18.0,5.0,0.0,27.8,0.56,0.16,0.06,0.2,0.1,-0.7,-0.7,875.0,1172.0,74.7,20667.0,7937.0,7.0,19.0,36.8,527.0,598.0,88.1,341.0,555.0,61.4,0.4,6.0,59.0,1.0,0.0,64.0,1114.0,58.0,53.0,0.0,225.0,37.0,2.0,0.0,0.0,0.0,0.0,642.0,149.0,381.0,901.0,135.0,73.0,5.0,4.0,5.0,36.0,8.0,12.0,21.0,0.66,13.0,1.0,1.0,6.0,0.0,2.0,0.06,1.0,0.0,0.0,1.0,0.0,0.0,35.0,16.0,23.0,12.0,0.0,19.0,36.0,52.8,17.0,176.0,56.0,31.8,108.0,62.0,6.0,64.0,34.0,0.0,30.0,44.0,279.0,0.0,1609.0,235.0,854.0,768.0,54.0,38.0,1553.0,6.0,7.0,85.7,6.0,1.0,774.0,3265.0,1331.0,815.0,785.0,96.3,6.0,3.0,0.0,26.0,21.0,3.0,0.0,3.0,0.0,343.0,143.0,78.0,64.7
Benjamin Mendy,fr FRA,DF,Manchester City,25,1994,19.0,18.0,1492.0,0.0,2.0,0.0,0.0,3.0,0.0,0.0,0.12,0.12,0.0,0.12,0.3,0.3,1.4,0.02,0.08,0.1,0.02,0.1,16.6,10.0,1.0,0.0,10.0,0.6,0.06,0.0,0.0,0.03,-0.3,-0.3,1108.0,1285.0,86.2,19843.0,5799.0,12.0,37.0,32.4,927.0,1014.0,91.4,169.0,234.0,72.2,0.6,20.0,55.0,38.0,20.0,153.0,1158.0,127.0,13.0,0.0,160.0,33.0,86.0,0.0,0.0,0.0,0.0,900.0,225.0,160.0,1036.0,103.0,21.0,114.0,1.0,5.0,14.0,18.0,32.0,36.0,2.17,33.0,1.0,1.0,1.0,0.0,6.0,0.36,5.0,1.0,0.0,0.0,0.0,0.0,22.0,17.0,9.0,8.0,5.0,10.0,29.0,34.5,19.0,142.0,41.0,28.9,59.0,52.0,31.0,21.0,2.0,0.0,19.0,17.0,43.0,3.0,1419.0,33.0,237.0,710.0,552.0,11.0,1294.0,23.0,31.0,74.2,24.0,5.0,983.0,4367.0,2699.0,1123.0,1067.0,95.0,6.0,16.0,0.0,12.0,1.0,1.0,0.0,0.0,0.0,122.0,17.0,16.0,51.5
Nampalys Mendy,fr FRA,MF,Leicester City,27,1992,7.0,4.0,291.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.03,0.03,0.0,0.03,3.2,1.0,1.0,0.0,100.0,0.31,0.31,0.0,0.0,0.02,0.0,0.0,194.0,212.0,91.5,3423.0,770.0,4.0,6.0,66.7,154.0,164.0,93.9,36.0,42.0,85.7,-0.1,3.0,22.0,1.0,0.0,11.0,211.0,1.0,1.0,0.0,29.0,4.0,2.0,0.0,0.0,0.0,0.0,172.0,21.0,19.0,20.0,187.0,4.0,0.0,0.0,1.0,3.0,2.0,1.0,8.0,2.47,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,4.0,4.0,2.0,1.0,1.0,2.0,50.0,1.0,42.0,14.0,33.3,22.0,18.0,2.0,5.0,1.0,0.0,4.0,6.0,7.0,0.0,246.0,5.0,51.0,170.0,35.0,1.0,245.0,2.0,3.0,66.7,2.0,0.0,191.0,838.0,338.0,193.0,187.0,96.9,3.0,4.0,0.0,4.0,8.0,0.0,0.0,0.0,0.0,34.0,5.0,1.0,83.3
Chris Mepham,wal WAL,DF,Bournemouth,21,1997,12.0,10.0,912.0,1.0,0.0,0.0,0.0,1.0,0.0,0.1,0.0,0.1,0.1,0.1,0.6,0.6,0.1,0.06,0.01,0.07,0.06,0.07,10.1,6.0,1.0,0.0,16.7,0.59,0.1,0.17,1.0,0.11,0.4,0.4,414.0,483.0,85.7,8787.0,2807.0,3.0,8.0,37.5,293.0,322.0,91.0,118.0,153.0,77.1,-0.1,1.0,16.0,0.0,0.0,24.0,475.0,8.0,8.0,0.0,86.0,13.0,3.0,0.0,0.0,0.0,0.0,363.0,37.0,83.0,55.0,377.0,29.0,0.0,4.0,1.0,12.0,4.0,4.0,3.0,0.3,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.0,14.0,14.0,9.0,0.0,9.0,16.0,56.3,7.0,132.0,49.0,37.1,83.0,42.0,7.0,20.0,12.0,0.0,8.0,17.0,75.0,1.0,626.0,127.0,384.0,259.0,24.0,11.0,618.0,2.0,4.0,50.0,3.0,0.0,369.0,2348.0,1229.0,383.0,375.0,97.9,3.0,4.0,0.0,11.0,5.0,1.0,0.0,0.0,0.0,106.0,36.0,21.0,63.2
Max Meyer,de GER,"MF,FW",Crystal Palace,23,1995,17.0,6.0,655.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7,0.7,0.7,0.09,0.1,0.19,0.09,0.19,7.3,9.0,2.0,0.0,22.2,1.24,0.27,0.0,0.0,0.07,-0.7,-0.7,160.0,213.0,75.1,2199.0,607.0,10.0,26.0,38.5,137.0,161.0,85.1,13.0,26.0,50.0,-0.7,5.0,12.0,8.0,2.0,18.0,211.0,2.0,1.0,1.0,52.0,0.0,9.0,0.0,0.0,0.0,0.0,160.0,31.0,22.0,68.0,132.0,11.0,1.0,0.0,1.0,1.0,7.0,14.0,11.0,1.51,10.0,0.0,0.0,0.0,1.0,1.0,0.14,1.0,0.0,0.0,0.0,0.0,0.0,17.0,8.0,9.0,8.0,0.0,4.0,17.0,23.5,13.0,144.0,39.0,27.1,64.0,63.0,17.0,13.0,1.0,0.0,12.0,9.0,3.0,0.0,300.0,3.0,57.0,152.0,118.0,24.0,299.0,4.0,12.0,33.3,4.0,0.0,218.0,1268.0,612.0,279.0,212.0,76.0,12.0,13.0,0.0,6.0,16.0,2.0,0.0,0.0,0.0,50.0,3.0,7.0,30.0
Luka Milivojević,rs SRB,MF,Crystal Palace,28,1991,31.0,28.0,2513.0,3.0,1.0,2.0,2.0,12.0,0.0,0.11,0.04,0.14,0.04,0.07,2.5,0.9,1.8,0.09,0.07,0.15,0.03,0.1,27.9,29.0,7.0,11.0,24.1,1.04,0.25,0.03,0.14,0.03,0.5,0.1,1161.0,1506.0,77.1,24830.0,8182.0,19.0,36.0,52.8,795.0,906.0,87.7,347.0,564.0,61.5,-0.8,28.0,105.0,9.0,0.0,170.0,1257.0,249.0,137.0,1.0,241.0,107.0,146.0,99.0,61.0,25.0,6.0,895.0,208.0,403.0,204.0,1201.0,62.0,6.0,12.0,2.0,41.0,21.0,21.0,43.0,1.54,17.0,25.0,1.0,0.0,0.0,3.0,0.11,2.0,1.0,0.0,0.0,0.0,0.0,60.0,37.0,34.0,24.0,2.0,28.0,76.0,36.8,48.0,519.0,135.0,26.0,249.0,229.0,41.0,47.0,8.0,0.0,39.0,39.0,66.0,1.0,1784.0,96.0,504.0,1003.0,358.0,10.0,1529.0,11.0,17.0,64.7,12.0,1.0,963.0,4508.0,1964.0,1023.0,970.0,94.8,19.0,11.0,0.0,49.0,27.0,1.0,0.0,1.0,0.0,331.0,31.0,21.0,59.6
James Milner,eng ENG,"MF,DF",Liverpool,33,1986,22.0,9.0,937.0,2.0,2.0,2.0,2.0,4.0,0.0,0.19,0.19,0.38,0.0,0.19,2.1,0.6,0.7,0.2,0.07,0.27,0.05,0.12,10.4,10.0,1.0,0.0,10.0,0.96,0.1,0.0,0.0,0.06,-0.1,-0.6,664.0,773.0,85.9,13502.0,3314.0,5.0,22.0,22.7,484.0,525.0,92.2,175.0,226.0,77.4,1.3,9.0,68.0,12.0,1.0,71.0,707.0,66.0,12.0,4.0,114.0,35.0,20.0,8.0,3.0,2.0,1.0,522.0,135.0,116.0,78.0,633.0,15.0,34.0,3.0,3.0,13.0,10.0,15.0,23.0,2.21,19.0,1.0,0.0,1.0,2.0,4.0,0.38,4.0,0.0,0.0,0.0,0.0,0.0,17.0,10.0,3.0,12.0,2.0,4.0,22.0,18.2,18.0,169.0,41.0,24.3,50.0,93.0,26.0,15.0,3.0,1.0,12.0,8.0,25.0,0.0,875.0,29.0,163.0,509.0,244.0,12.0,811.0,9.0,13.0,69.2,10.0,0.0,562.0,2514.0,1190.0,673.0,635.0,94.4,3.0,7.0,0.0,11.0,12.0,1.0,0.0,0.0,0.0,102.0,16.0,8.0,66.7
Yerry Mina,co COL,DF,Everton,24,1994,29.0,25.0,2284.0,2.0,1.0,0.0,0.0,3.0,0.0,0.08,0.04,0.12,0.08,0.12,2.2,2.2,0.2,0.08,0.01,0.09,0.08,0.09,25.4,30.0,10.0,0.0,33.3,1.18,0.39,0.07,0.2,0.07,-0.2,-0.2,1070.0,1251.0,85.5,25554.0,7200.0,7.0,17.0,41.2,628.0,704.0,89.2,435.0,530.0,82.1,0.8,4.0,51.0,1.0,0.0,65.0,1216.0,35.0,34.0,0.0,212.0,50.0,4.0,0.0,0.0,0.0,0.0,890.0,140.0,221.0,162.0,967.0,79.0,1.0,1.0,3.0,17.0,13.0,10.0,13.0,0.51,8.0,0.0,0.0,5.0,0.0,2.0,0.08,1.0,0.0,0.0,1.0,0.0,0.0,43.0,20.0,30.0,11.0,2.0,15.0,27.0,55.6,12.0,229.0,66.0,28.8,155.0,60.0,14.0,37.0,18.0,0.0,19.0,29.0,178.0,1.0,1573.0,274.0,941.0,667.0,72.0,51.0,1540.0,3.0,5.0,60.0,4.0,0.0,924.0,6148.0,3396.0,1001.0,969.0,96.8,9.0,3.0,0.0,20.0,13.0,2.0,0.0,0.0,1.0,279.0,112.0,63.0,64.0
Takumi Minamino,jp JPN,"FW,MF",Liverpool,24,1995,10.0,2.0,249.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4,1.4,0.0,0.52,0.01,0.53,0.52,0.53,2.8,9.0,2.0,0.0,22.2,3.25,0.72,0.0,0.0,0.16,-1.4,-1.4,98.0,111.0,88.3,1465.0,186.0,4.0,5.0,80.0,84.0,94.0,89.4,10.0,12.0,83.3,0.0,1.0,3.0,4.0,1.0,6.0,110.0,1.0,1.0,0.0,26.0,2.0,3.0,0.0,0.0,0.0,0.0,89.0,9.0,13.0,20.0,84.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,3.0,1.08,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,3.0,1.0,3.0,0.0,1.0,7.0,14.3,6.0,63.0,20.0,31.7,11.0,27.0,25.0,3.0,0.0,0.0,3.0,0.0,2.0,0.0,156.0,3.0,11.0,76.0,83.0,20.0,155.0,4.0,8.0,50.0,4.0,0.0,123.0,617.0,252.0,169.0,130.0,76.9,9.0,9.0,0.0,7.0,3.0,0.0,0.0,0.0,0.0,11.0,5.0,5.0,50.0
Tyrone Mings,eng ENG,DF,Aston Villa,26,1993,33.0,33.0,2902.0,2.0,2.0,0.0,0.0,7.0,0.0,0.06,0.06,0.12,0.06,0.12,1.1,1.1,0.7,0.03,0.02,0.06,0.03,0.06,32.2,9.0,4.0,0.0,44.4,0.28,0.12,0.22,0.5,0.12,0.9,0.9,1055.0,1333.0,79.1,26161.0,8304.0,7.0,29.0,24.1,586.0,641.0,91.4,462.0,663.0,69.7,1.3,7.0,67.0,4.0,1.0,56.0,1283.0,50.0,47.0,2.0,193.0,58.0,8.0,0.0,0.0,0.0,0.0,890.0,128.0,315.0,1071.0,157.0,67.0,3.0,3.0,3.0,42.0,16.0,23.0,13.0,0.4,12.0,1.0,0.0,0.0,0.0,2.0,0.06,2.0,0.0,0.0,0.0,0.0,0.0,25.0,17.0,18.0,6.0,1.0,10.0,18.0,55.6,8.0,160.0,66.0,41.3,106.0,43.0,11.0,72.0,55.0,2.0,17.0,33.0,223.0,7.0,1694.0,385.0,1114.0,632.0,54.0,24.0,1645.0,11.0,14.0,78.6,13.0,0.0,956.0,6820.0,2771.0,997.0,973.0,97.6,7.0,8.0,0.0,20.0,11.0,2.0,0.0,1.0,0.0,330.0,66.0,40.0,62.3
Tyrick Mitchell,eng ENG,DF,Crystal Palace,19,1999,4.0,2.0,195.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.1,0.1,0.0,0.1,2.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,96.0,119.0,80.7,1639.0,850.0,0.0,3.0,0.0,82.0,94.0,87.2,14.0,22.0,63.6,-0.2,4.0,8.0,3.0,3.0,19.0,91.0,28.0,0.0,0.0,14.0,1.0,4.0,0.0,0.0,0.0,0.0,69.0,22.0,28.0,84.0,5.0,2.0,28.0,0.0,0.0,1.0,2.0,6.0,5.0,2.31,4.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,2.0,4.0,0.0,2.0,1.0,9.0,11.1,8.0,48.0,13.0,27.1,24.0,15.0,9.0,6.0,0.0,0.0,6.0,3.0,1.0,0.0,142.0,6.0,42.0,70.0,38.0,2.0,114.0,1.0,1.0,100.0,1.0,0.0,77.0,364.0,230.0,86.0,80.0,93.0,1.0,5.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,18.0,1.0,6.0,14.3
Henrikh Mkhitaryan,am ARM,FW,Arsenal,30,1989,3.0,1.0,112.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.2,0.19,0.18,0.37,0.19,0.37,1.2,2.0,0.0,0.0,0.0,1.61,0.0,0.0,0.0,0.12,-0.2,-0.2,58.0,77.0,75.3,935.0,218.0,2.0,7.0,28.6,46.0,54.0,85.2,10.0,16.0,62.5,-0.2,2.0,3.0,2.0,0.0,7.0,73.0,4.0,1.0,2.0,13.0,3.0,4.0,2.0,0.0,2.0,0.0,62.0,6.0,9.0,20.0,52.0,2.0,1.0,0.0,2.0,3.0,0.0,5.0,6.0,4.82,5.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,3.0,32.0,8.0,25.0,4.0,16.0,12.0,2.0,0.0,0.0,2.0,0.0,1.0,0.0,98.0,1.0,9.0,42.0,59.0,18.0,94.0,2.0,5.0,40.0,2.0,0.0,77.0,423.0,250.0,89.0,74.0,83.1,3.0,4.0,0.0,2.0,2.0,1.0,0.0,0.0,0.0,12.0,2.0,1.0,66.7
Nacho Monreal,es ESP,DF,Arsenal,33,1986,3.0,3.0,270.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.2,0.03,0.08,0.11,0.03,0.11,3.0,1.0,0.0,0.0,0.0,0.33,0.0,0.0,0.0,0.08,-0.1,-0.1,182.0,201.0,90.5,2676.0,1122.0,4.0,6.0,66.7,167.0,177.0,94.4,11.0,18.0,61.1,-0.2,3.0,8.0,0.0,0.0,11.0,175.0,26.0,1.0,0.0,41.0,1.0,4.0,0.0,0.0,0.0,0.0,145.0,38.0,18.0,162.0,11.0,1.0,25.0,1.0,1.0,0.0,1.0,5.0,4.0,1.33,3.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,3.0,1.0,0.0,1.0,3.0,33.3,2.0,34.0,10.0,29.4,19.0,13.0,2.0,3.0,1.0,0.0,2.0,3.0,17.0,0.0,231.0,18.0,90.0,93.0,59.0,7.0,205.0,1.0,3.0,33.3,1.0,0.0,163.0,618.0,355.0,177.0,160.0,90.4,3.0,1.0,0.0,1.0,1.0,2.0,0.0,0.0,0.0,17.0,7.0,7.0,50.0
Martín Montoya,es ESP,DF,Brighton,28,1991,27.0,23.0,1896.0,0.0,1.0,0.0,0.0,5.0,0.0,0.0,0.05,0.05,0.0,0.05,1.3,1.3,1.4,0.06,0.07,0.13,0.06,0.13,21.1,8.0,3.0,0.0,37.5,0.38,0.14,0.0,0.0,0.16,-1.3,-1.3,1006.0,1255.0,80.2,17672.0,6217.0,11.0,54.0,20.4,827.0,950.0,87.1,168.0,251.0,66.9,-0.4,20.0,41.0,34.0,18.0,137.0,1014.0,241.0,13.0,0.0,214.0,36.0,45.0,1.0,0.0,1.0,0.0,642.0,326.0,287.0,142.0,824.0,47.0,227.0,1.0,2.0,7.0,30.0,44.0,37.0,1.76,32.0,0.0,1.0,1.0,3.0,3.0,0.14,2.0,0.0,0.0,0.0,1.0,0.0,49.0,28.0,30.0,14.0,5.0,22.0,50.0,44.0,28.0,375.0,92.0,24.5,163.0,159.0,53.0,41.0,6.0,0.0,35.0,29.0,55.0,1.0,1485.0,68.0,442.0,665.0,480.0,41.0,1252.0,19.0,34.0,55.9,19.0,4.0,902.0,4907.0,2989.0,1012.0,912.0,90.1,30.0,19.0,0.0,27.0,15.0,4.0,0.0,0.0,0.0,161.0,27.0,19.0,58.7
Simon Moore,eng ENG,GK,Sheffield Utd,29,1990,2.0,2.0,180.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0,48.0,39.6,946.0,736.0,0.0,0.0,0.0,4.0,4.0,100.0,15.0,44.0,34.1,0.0,0.0,0.0,0.0,0.0,0.0,25.0,23.0,12.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,8.0,1.0,39.0,3.0,33.0,0.0,0.0,4.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,3.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,51.0,44.0,50.0,1.0,0.0,0.0,28.0,0.0,0.0,0.0,0.0,0.0,15.0,108.0,59.0,11.0,11.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0
Aaron Mooy,au AUS,"MF,FW",Brighton,28,1990,31.0,25.0,2085.0,2.0,2.0,0.0,0.0,3.0,1.0,0.09,0.09,0.17,0.09,0.17,2.0,2.0,3.3,0.09,0.14,0.23,0.09,0.23,23.2,33.0,8.0,0.0,24.2,1.42,0.35,0.06,0.25,0.06,0.0,0.0,825.0,1075.0,76.7,14311.0,4141.0,18.0,60.0,30.0,661.0,747.0,88.5,146.0,268.0,54.5,-1.3,39.0,80.0,31.0,7.0,126.0,992.0,83.0,23.0,4.0,229.0,47.0,107.0,53.0,23.0,21.0,7.0,674.0,180.0,221.0,184.0,850.0,24.0,6.0,3.0,7.0,14.0,19.0,43.0,70.0,3.02,51.0,12.0,3.0,2.0,2.0,7.0,0.3,4.0,1.0,2.0,0.0,0.0,0.0,43.0,31.0,13.0,19.0,11.0,8.0,45.0,17.8,37.0,421.0,125.0,29.7,111.0,198.0,112.0,48.0,7.0,1.0,41.0,23.0,29.0,0.0,1359.0,40.0,203.0,623.0,640.0,42.0,1279.0,37.0,51.0,72.5,39.0,0.0,968.0,6450.0,3152.0,1104.0,927.0,84.0,30.0,54.0,1.0,13.0,11.0,0.0,0.0,0.0,0.0,189.0,14.0,28.0,33.3
Wesley Moraes,br BRA,FW,Aston Villa,22,1996,21.0,21.0,1782.0,5.0,1.0,0.0,1.0,3.0,0.0,0.25,0.05,0.3,0.25,0.3,5.2,4.3,0.8,0.26,0.04,0.3,0.22,0.26,19.8,35.0,17.0,0.0,48.6,1.77,0.86,0.14,0.29,0.12,-0.2,0.7,277.0,377.0,73.5,4420.0,608.0,11.0,25.0,44.0,229.0,302.0,75.8,37.0,50.0,74.0,0.2,11.0,20.0,2.0,0.0,12.0,361.0,16.0,0.0,0.0,115.0,12.0,7.0,0.0,0.0,0.0,0.0,221.0,94.0,62.0,16.0,282.0,33.0,2.0,10.0,3.0,6.0,6.0,11.0,26.0,1.31,22.0,0.0,0.0,3.0,1.0,3.0,0.15,3.0,0.0,0.0,0.0,0.0,0.0,14.0,10.0,2.0,6.0,6.0,0.0,5.0,0.0,5.0,313.0,78.0,24.9,17.0,145.0,151.0,18.0,6.0,0.0,12.0,4.0,26.0,0.0,600.0,28.0,45.0,289.0,294.0,97.0,583.0,14.0,22.0,63.6,14.0,1.0,353.0,1723.0,565.0,874.0,437.0,50.0,61.0,30.0,0.0,43.0,14.0,14.0,0.0,0.0,0.0,60.0,58.0,92.0,38.7
Wes Morgan,jm JAM,DF,Leicester City,35,1984,11.0,4.0,436.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.03,0.0,0.03,0.03,0.03,4.8,3.0,1.0,0.0,33.3,0.62,0.21,0.0,0.0,0.04,-0.1,-0.1,220.0,238.0,92.4,4281.0,1033.0,2.0,4.0,50.0,171.0,179.0,95.5,47.0,55.0,85.5,0.0,0.0,3.0,0.0,0.0,9.0,234.0,4.0,4.0,0.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,203.0,16.0,19.0,29.0,192.0,11.0,0.0,2.0,2.0,2.0,0.0,2.0,6.0,1.24,4.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,4.0,3.0,2.0,0.0,1.0,3.0,33.3,2.0,30.0,16.0,53.3,16.0,13.0,1.0,6.0,4.0,0.0,2.0,7.0,30.0,0.0,288.0,22.0,137.0,152.0,8.0,4.0,284.0,2.0,2.0,100.0,2.0,0.0,189.0,867.0,326.0,197.0,194.0,98.5,3.0,0.0,0.0,4.0,1.0,0.0,0.0,0.0,0.0,43.0,15.0,14.0,51.7
Ravel Morrison,eng ENG,MF,Sheffield Utd,26,1993,1.0,0.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.17,0.0,0.17,0.17,0.17,0.1,1.0,0.0,0.0,0.0,6.92,0.0,0.0,0.0,0.02,0.0,0.0,4.0,6.0,66.7,53.0,30.0,0.0,1.0,0.0,4.0,5.0,80.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,6.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,1.0,0.0,1.0,5.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,6.92,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,33.3,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,4.0,4.0,1.0,8.0,0.0,0.0,0.0,0.0,0.0,7.0,53.0,15.0,8.0,6.0,75.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0
Mason Mount,eng ENG,"MF,FW",Chelsea,20,1999,37.0,32.0,2867.0,7.0,5.0,0.0,0.0,3.0,0.0,0.22,0.16,0.38,0.22,0.38,7.0,7.0,4.6,0.22,0.15,0.37,0.22,0.37,31.9,78.0,29.0,12.0,37.2,2.45,0.91,0.09,0.24,0.09,0.0,0.0,1116.0,1380.0,80.9,17835.0,4739.0,50.0,93.0,53.8,905.0,1023.0,88.5,161.0,264.0,61.0,0.4,53.0,105.0,35.0,6.0,142.0,1233.0,147.0,52.0,4.0,256.0,58.0,135.0,80.0,36.0,14.0,10.0,968.0,202.0,210.0,161.0,1165.0,28.0,9.0,6.0,5.0,21.0,14.0,48.0,115.0,3.61,69.0,29.0,3.0,5.0,9.0,16.0,0.5,9.0,4.0,1.0,0.0,2.0,0.0,48.0,31.0,14.0,21.0,13.0,13.0,47.0,27.7,34.0,729.0,204.0,28.0,121.0,339.0,269.0,26.0,1.0,0.0,25.0,15.0,16.0,0.0,1757.0,25.0,164.0,822.0,895.0,150.0,1609.0,47.0,77.0,61.0,49.0,3.0,1327.0,7853.0,4318.0,1699.0,1265.0,74.5,75.0,66.0,0.0,37.0,38.0,4.0,1.0,0.0,0.0,214.0,14.0,39.0,26.4
Lucas Moura,br BRA,"FW,MF",Tottenham,26,1992,35.0,25.0,2242.0,4.0,4.0,0.0,0.0,3.0,0.0,0.16,0.16,0.32,0.16,0.32,5.7,5.7,2.4,0.23,0.1,0.33,0.23,0.33,24.9,56.0,13.0,0.0,23.2,2.25,0.52,0.07,0.31,0.1,-1.7,-1.7,581.0,799.0,72.7,8734.0,2503.0,15.0,57.0,26.3,503.0,621.0,81.0,63.0,121.0,52.1,1.6,32.0,43.0,32.0,3.0,84.0,782.0,17.0,5.0,6.0,219.0,6.0,19.0,4.0,2.0,1.0,0.0,518.0,157.0,124.0,81.0,633.0,37.0,5.0,3.0,3.0,9.0,20.0,38.0,84.0,3.37,59.0,0.0,12.0,3.0,10.0,8.0,0.32,5.0,0.0,3.0,0.0,0.0,0.0,53.0,33.0,19.0,21.0,13.0,12.0,60.0,20.0,48.0,532.0,144.0,27.1,111.0,284.0,137.0,40.0,2.0,0.0,38.0,15.0,21.0,0.0,1190.0,31.0,146.0,606.0,548.0,86.0,1177.0,71.0,114.0,62.3,75.0,3.0,889.0,6418.0,3822.0,1201.0,830.0,69.1,57.0,69.0,0.0,31.0,63.0,5.0,0.0,0.0,0.0,199.0,57.0,83.0,40.7
